order_id,customer_id,order_date,city
5133,625,2023-05-13,Mumbai
5134,18,2023-05-14,Chennai
5135,871,2023-05-15,Mumbai
5136,713,2023-05-16,Bangalore
5137,615,2023-05-17,Delhi
5138,571,2023-05-18,Chennai
5139,88,2023-05-19,Mumbai
5140,952,2023-05-20,Delhi
5141,163,2023-05-21,Bangalore
5142,742,2023-05-22,Mumbai
5143,988,2023-05-23,Kolkata
5144,709,2023-05-24,Chennai
5145,643,2023-05-25,Hyderabad
5146,494,2023-05-26,Pune
5147,882,2023-05-27,Hyderabad
5148,794,2023-05-28,Mumbai
5149,327,2023-05-29,Bangalore
5150,139,2023-05-30,Kolkata
5151,532,2023-05-31,Chennai
5152,942,2023-06-01,Pune
5153,848,2023-06-02,Kolkata
5154,85,2023-06-03,Hyderabad
5155,438,2023-06-04,Bangalore
5156,976,2023-06-05,Mumbai
5157,183,2023-06-06,Pune
5158,804,2023-06-07,Delhi
5159,944,2023-06-08,Mumbai
5160,712,2023-06-09,Hyderabad
5161,873,2023-06-10,Mumbai
5162,829,2023-06-11,Kolkata
5163,549,2023-06-12,Pune
5164,626,2023-06-13,Pune
5165,925,2023-06-14,Bangalore
5166,429,2023-06-15,Chennai
5167,559,2023-06-16,Hyderabad
5168,394,2023-06-17,Bangalore
5169,357,2023-06-18,Bangalore
5170,88,2023-06-19,Delhi
5171,164,2023-06-20,Hyderabad
5172,93,2023-06-21,Bangalore
5173,19,2023-06-22,Pune
5174,591,2023-06-23,Pune
5175,744,2023-06-24,Bangalore
5176,149,2023-06-25,Bangalore
5177,37,2023-06-26,Bangalore
5178,841,2023-06-27,Kolkata
5179,369,2023-06-28,Chennai
5180,872,2023-06-29,Chennai
5181,526,2023-06-30,Bangalore
5182,620,2023-07-01,Delhi
5183,489,2023-07-02,Kolkata
5184,278,2023-07-03,Delhi
5185,316,2023-07-04,Mumbai
5186,240,2023-07-05,Pune
5187,190,2023-07-06,Delhi
5188,481,2023-07-07,Chennai
5189,289,2023-07-08,Pune
5190,31,2023-07-09,Bangalore
5191,586,2023-07-10,Bangalore
5192,92,2023-07-11,Hyderabad
5193,446,2023-07-12,Mumbai
5194,925,2023-07-13,Kolkata
5195,825,2023-07-14,Chennai
5196,792,2023-07-15,Mumbai
5197,349,2023-07-16,Kolkata
5198,953,2023-07-17,Hyderabad
5199,323,2023-07-18,Chennai
5200,789,2023-07-19,Delhi
5201,343,2023-07-20,Delhi
5202,609,2023-07-21,Bangalore
5203,904,2023-07-22,Bangalore
5204,441,2023-07-23,Pune
5205,278,2023-07-24,Pune
5206,597,2023-07-25,Kolkata
5207,916,2023-07-26,Pune
5208,858,2023-07-27,Delhi
5209,176,2023-07-28,Mumbai
5210,422,2023-07-29,Hyderabad
5211,89,2023-07-30,Pune
5212,852,2023-07-31,Pune
5213,440,2023-08-01,Delhi
5214,683,2023-08-02,Delhi
5215,526,2023-08-03,Kolkata
5216,429,2023-08-04,Kolkata
5217,604,2023-08-05,Mumbai
5218,343,2023-08-06,Pune
5219,348,2023-08-07,Hyderabad
5220,644,2023-08-08,Mumbai
5221,442,2023-08-09,Delhi
5222,162,2023-08-10,Chennai
5223,798,2023-08-11,Delhi
5224,342,2023-08-12,Kolkata
5225,67,2023-08-13,Kolkata
5226,39,2023-08-14,Hyderabad
5227,409,2023-08-15,Bangalore
5228,210,2023-08-16,Kolkata
5229,590,2023-08-17,Delhi
5230,458,2023-08-18,Delhi
5231,746,2023-08-19,Hyderabad
5232,538,2023-08-20,Hyderabad
5233,38,2023-08-21,Bangalore
5234,783,2023-08-22,Bangalore
5235,926,2023-08-23,Bangalore
5236,368,2023-08-24,Chennai
5237,904,2023-08-25,Chennai
5238,315,2023-08-26,Kolkata
5239,924,2023-08-27,Pune
5240,925,2023-08-28,Delhi
5241,855,2023-08-29,Kolkata
5242,69,2023-08-30,Mumbai
5243,964,2023-08-31,Chennai
5244,281,2023-09-01,Kolkata
5245,232,2023-09-02,Pune
5246,155,2023-09-03,Delhi
5247,251,2023-09-04,Kolkata
5248,650,2023-09-05,Mumbai
5249,956,2023-09-06,Bangalore
5250,874,2023-09-07,Mumbai
5251,245,2023-09-08,Delhi
5252,184,2023-09-09,Mumbai
5253,840,2023-09-10,Bangalore
5254,597,2023-09-11,Pune
5255,396,2023-09-12,Pune
5256,199,2023-09-13,Kolkata
5257,349,2023-09-14,Chennai
5258,878,2023-09-15,Delhi
5259,259,2023-09-16,Mumbai
5260,168,2023-09-17,Delhi
5261,570,2023-09-18,Bangalore
5262,251,2023-09-19,Bangalore
5263,924,2023-09-20,Kolkata
5264,416,2023-09-21,Kolkata
5265,932,2023-09-22,Kolkata
5266,141,2023-09-23,Hyderabad
5267,833,2023-09-24,Mumbai
5268,768,2023-09-25,Delhi
5269,664,2023-09-26,Mumbai
5270,646,2023-09-27,Mumbai
5271,696,2023-09-28,Mumbai
5272,193,2023-09-29,Pune
5273,804,2023-09-30,Mumbai
5274,384,2023-10-01,Kolkata
5275,11,2023-10-02,Bangalore
5276,670,2023-10-03,Mumbai
5277,320,2023-10-04,Hyderabad
5278,978,2023-10-05,Mumbai
5279,817,2023-10-06,Delhi
5280,211,2023-10-07,Kolkata
5281,572,2023-10-08,Hyderabad
5282,117,2023-10-09,Mumbai
5283,176,2023-10-10,Hyderabad
5284,958,2023-10-11,Hyderabad
5285,139,2023-10-12,Pune
5286,148,2023-10-13,Bangalore
5287,742,2023-10-14,Kolkata
5288,78,2023-10-15,Bangalore
5289,186,2023-10-16,Chennai
5290,964,2023-10-17,Kolkata
5291,549,2023-10-18,Delhi
5292,516,2023-10-19,Pune
5293,420,2023-10-20,Pune
5294,968,2023-10-21,Hyderabad
5295,759,2023-10-22,Mumbai
5296,843,2023-10-23,Mumbai
5297,85,2023-10-24,Pune
5298,861,2023-10-25,Delhi
5299,585,2023-10-26,Kolkata
5300,9,2023-10-27,Bangalore
5301,466,2023-10-28,Mumbai
5302,978,2023-10-29,Pune
5303,381,2023-10-30,Mumbai
5304,710,2023-10-31,Bangalore
5305,992,2023-11-01,Bangalore
5306,222,2023-11-02,Mumbai
5307,956,2023-11-03,Kolkata
5308,721,2023-11-04,Chennai
5309,442,2023-11-05,Bangalore
5310,373,2023-11-06,Kolkata
5311,855,2023-11-07,Bangalore
5312,740,2023-11-08,Hyderabad
5313,563,2023-11-09,Pune
5314,868,2023-11-10,Mumbai
5315,593,2023-11-11,Mumbai
5316,118,2023-11-12,Bangalore
5317,412,2023-11-13,Pune
5318,609,2023-11-14,Hyderabad
5319,304,2023-11-15,Kolkata
5320,451,2023-11-16,Kolkata
5321,12,2023-11-17,Kolkata
5322,83,2023-11-18,Pune
5323,217,2023-11-19,Hyderabad
5324,537,2023-11-20,Mumbai
5325,129,2023-11-21,Delhi
5326,622,2023-11-22,Hyderabad
5327,445,2023-11-23,Hyderabad
5328,201,2023-11-24,Hyderabad
5329,88,2023-11-25,Bangalore
5330,514,2023-11-26,Chennai
5331,252,2023-11-27,Mumbai
5332,350,2023-11-28,Mumbai
5333,48,2023-11-29,Hyderabad
5334,615,2023-11-30,Kolkata
5335,231,2023-12-01,Pune
5336,237,2023-12-02,Delhi
5337,435,2023-12-03,Chennai
5338,978,2023-12-04,Hyderabad
5339,212,2023-12-05,Kolkata
5340,126,2023-12-06,Kolkata
5341,730,2023-12-07,Mumbai
5342,639,2023-12-08,Mumbai
5343,966,2023-12-09,Chennai
5344,508,2023-12-10,Kolkata
5345,751,2023-12-11,Kolkata
5346,854,2023-12-12,Mumbai
5347,547,2023-12-13,Delhi
5348,482,2023-12-14,Bangalore
5349,807,2023-12-15,Hyderabad
5350,755,2023-12-16,Hyderabad
5351,896,2023-12-17,Delhi
5352,476,2023-12-18,Pune
5353,362,2023-12-19,Kolkata
5354,998,2023-12-20,Delhi
5355,818,2023-12-21,Mumbai
5356,509,2023-12-22,Bangalore
5357,901,2023-12-23,Chennai
5358,212,2023-12-24,Bangalore
5359,820,2023-12-25,Bangalore
5360,802,2023-12-26,Hyderabad
5361,854,2023-12-27,Bangalore
5362,133,2023-12-28,Mumbai
5363,436,2023-12-29,Kolkata
5364,730,2023-12-30,Hyderabad
5365,894,2023-12-31,Mumbai
5366,244,2024-01-01,Chennai
5367,72,2024-01-02,Mumbai
5368,441,2024-01-03,Kolkata
5369,639,2024-01-04,Bangalore
5370,805,2024-01-05,Pune
5371,564,2024-01-06,Hyderabad
5372,224,2024-01-07,Pune
5373,62,2024-01-08,Bangalore
5374,702,2024-01-09,Pune
5375,368,2024-01-10,Chennai
5376,707,2024-01-11,Delhi
5377,954,2024-01-12,Bangalore
5378,154,2024-01-13,Bangalore
5379,909,2024-01-14,Hyderabad
5380,757,2024-01-15,Bangalore
5381,958,2024-01-16,Hyderabad
5382,890,2024-01-17,Hyderabad
5383,382,2024-01-18,Mumbai
5384,902,2024-01-19,Chennai
5385,676,2024-01-20,Pune
5386,223,2024-01-21,Kolkata
5387,245,2024-01-22,Pune
5388,693,2024-01-23,Kolkata
5389,650,2024-01-24,Kolkata
5390,50,2024-01-25,Pune
5391,466,2024-01-26,Delhi
5392,185,2024-01-27,Bangalore
5393,158,2024-01-28,Mumbai
5394,204,2024-01-29,Bangalore
5395,190,2024-01-30,Pune
5396,419,2024-01-31,Mumbai
5397,249,2024-02-01,Chennai
5398,891,2024-02-02,Pune
5399,940,2024-02-03,Kolkata
5400,802,2024-02-04,Bangalore
5401,891,2024-02-05,Mumbai
5402,511,2024-02-06,Delhi
5403,157,2024-02-07,Pune
5404,535,2024-02-08,Kolkata
5405,90,2024-02-09,Kolkata
5406,988,2024-02-10,Chennai
5407,18,2024-02-11,Mumbai
5408,768,2024-02-12,Pune
5409,34,2024-02-13,Bangalore
5410,610,2024-02-14,Delhi
5411,602,2024-02-15,Kolkata
5412,469,2024-02-16,Chennai
5413,380,2024-02-17,Hyderabad
5414,8,2024-02-18,Bangalore
5415,193,2024-02-19,Mumbai
5416,269,2024-02-20,Pune
5417,242,2024-02-21,Bangalore
5418,328,2024-02-22,Kolkata
5419,941,2024-02-23,Hyderabad
5420,600,2024-02-24,Delhi
5421,551,2024-02-25,Pune
5422,3,2024-02-26,Chennai
5423,956,2024-02-27,Bangalore
5424,586,2024-02-28,Hyderabad
5425,927,2024-02-29,Chennai
5426,191,2024-03-01,Delhi
5427,307,2024-03-02,Delhi
5428,667,2024-03-03,Pune
5429,525,2024-03-04,Delhi
5430,915,2024-03-05,Pune
5431,488,2024-03-06,Kolkata
5432,754,2024-03-07,Delhi
5433,414,2024-03-08,Pune
5434,187,2024-03-09,Chennai
5435,935,2024-03-10,Kolkata
5436,760,2024-03-11,Mumbai
5437,327,2024-03-12,Kolkata
5438,67,2024-03-13,Kolkata
5439,637,2024-03-14,Chennai
5440,306,2024-03-15,Hyderabad
5441,462,2024-03-16,Pune
5442,249,2024-03-17,Bangalore
5443,692,2024-03-18,Chennai
5444,849,2024-03-19,Hyderabad
5445,800,2024-03-20,Bangalore
5446,649,2024-03-21,Bangalore
5447,874,2024-03-22,Pune
5448,872,2024-03-23,Kolkata
5449,672,2024-03-24,Pune
5450,922,2024-03-25,Kolkata
5451,19,2024-03-26,Pune
5452,980,2024-03-27,Kolkata
5453,861,2024-03-28,Hyderabad
5454,834,2024-03-29,Kolkata
5455,442,2024-03-30,Delhi
5456,347,2024-03-31,Hyderabad
5457,116,2024-04-01,Kolkata
5458,415,2024-04-02,Delhi
5459,406,2024-04-03,Mumbai
5460,885,2024-04-04,Chennai
5461,844,2024-04-05,Chennai
5462,292,2024-04-06,Delhi
5463,995,2024-04-07,Hyderabad
5464,638,2024-04-08,Pune
5465,183,2024-04-09,Pune
5466,833,2024-04-10,Delhi
5467,762,2024-04-11,Pune
5468,576,2024-04-12,Pune
5469,729,2024-04-13,Chennai
5470,175,2024-04-14,Mumbai
5471,609,2024-04-15,Delhi
5472,169,2024-04-16,Pune
5473,571,2024-04-17,Hyderabad
5474,325,2024-04-18,Kolkata
5475,414,2024-04-19,Hyderabad
5476,52,2024-04-20,Kolkata
5477,55,2024-04-21,Mumbai
5478,57,2024-04-22,Bangalore
5479,851,2024-04-23,Bangalore
5480,565,2024-04-24,Kolkata
5481,102,2024-04-25,Bangalore
5482,488,2024-04-26,Kolkata
5483,67,2024-04-27,Hyderabad
5484,884,2024-04-28,Pune
5485,546,2024-04-29,Chennai
5486,986,2024-04-30,Chennai
5487,924,2024-05-01,Mumbai
5488,878,2024-05-02,Kolkata
5489,471,2024-05-03,Pune
5490,811,2024-05-04,Bangalore
5491,882,2024-05-05,Delhi
5492,7,2024-05-06,Mumbai
5493,950,2024-05-07,Pune
5494,606,2024-05-08,Kolkata
5495,33,2024-05-09,Bangalore
5496,872,2024-05-10,Bangalore
5497,408,2024-05-11,Kolkata
5498,166,2024-05-12,Pune
5499,651,2024-05-13,Mumbai
5500,906,2024-05-14,Kolkata
5501,322,2024-05-15,Bangalore
5502,833,2024-05-16,Bangalore
5503,516,2024-05-17,Pune
5504,666,2024-05-18,Delhi
5505,190,2024-05-19,Kolkata
5506,617,2024-05-20,Pune
5507,717,2024-05-21,Bangalore
5508,196,2024-05-22,Kolkata
5509,739,2024-05-23,Chennai
5510,220,2024-05-24,Hyderabad
5511,50,2024-05-25,Hyderabad
5512,514,2024-05-26,Bangalore
5513,777,2024-05-27,Kolkata
5514,103,2024-05-28,Delhi
5515,98,2024-05-29,Delhi
5516,364,2024-05-30,Pune
5517,96,2024-05-31,Pune
5518,670,2024-06-01,Hyderabad
5519,561,2024-06-02,Hyderabad
5520,189,2024-06-03,Hyderabad
5521,765,2024-06-04,Mumbai
5522,366,2024-06-05,Pune
5523,206,2024-06-06,Mumbai
5524,975,2024-06-07,Bangalore
5525,669,2024-06-08,Kolkata
5526,81,2024-06-09,Kolkata
5527,740,2024-06-10,Pune
5528,89,2024-06-11,Chennai
5529,302,2024-06-12,Delhi
5530,391,2024-06-13,Kolkata
5531,275,2024-06-14,Hyderabad
5532,313,2024-06-15,Mumbai
5533,674,2024-06-16,Bangalore
5534,521,2024-06-17,Delhi
5535,847,2024-06-18,Chennai
5536,147,2024-06-19,Pune
5537,490,2024-06-20,Chennai
5538,700,2024-06-21,Chennai
5539,552,2024-06-22,Hyderabad
5540,665,2024-06-23,Mumbai
5541,909,2024-06-24,Kolkata
5542,522,2024-06-25,Chennai
5543,497,2024-06-26,Bangalore
5544,354,2024-06-27,Bangalore
5545,256,2024-06-28,Hyderabad
5546,434,2024-06-29,Mumbai
5547,354,2024-06-30,Pune
5548,563,2024-07-01,Mumbai
5549,729,2024-07-02,Bangalore
5550,400,2024-07-03,Chennai
5551,239,2024-07-04,Hyderabad
5552,168,2024-07-05,Delhi
5553,327,2024-07-06,Pune
5554,830,2024-07-07,Pune
5555,402,2024-07-08,Bangalore
5556,905,2024-07-09,Mumbai
5557,112,2024-07-10,Hyderabad
5558,450,2024-07-11,Pune
5559,648,2024-07-12,Bangalore
5560,277,2024-07-13,Pune
5561,681,2024-07-14,Kolkata
5562,73,2024-07-15,Kolkata
5563,373,2024-07-16,Kolkata
5564,129,2024-07-17,Kolkata
5565,888,2024-07-18,Kolkata
5566,554,2024-07-19,Bangalore
5567,899,2024-07-20,Delhi
5568,33,2024-07-21,Kolkata
5569,471,2024-07-22,Kolkata
5570,381,2024-07-23,Kolkata
5571,523,2024-07-24,Kolkata
5572,991,2024-07-25,Mumbai
5573,905,2024-07-26,Mumbai
5574,22,2024-07-27,Mumbai
5575,632,2024-07-28,Delhi
5576,570,2024-07-29,Mumbai
5577,558,2024-07-30,Chennai
5578,324,2024-07-31,Pune
5579,198,2024-08-01,Hyderabad
5580,284,2024-08-02,Chennai
5581,219,2024-08-03,Pune
5582,397,2024-08-04,Pune
5583,321,2024-08-05,Chennai
5584,4,2024-08-06,Hyderabad
5585,958,2024-08-07,Bangalore
5586,428,2024-08-08,Bangalore
5587,609,2024-08-09,Kolkata
5588,553,2024-08-10,Pune
5589,21,2024-08-11,Pune
5590,783,2024-08-12,Kolkata
5591,537,2024-08-13,Delhi
5592,836,2024-08-14,Hyderabad
5593,289,2024-08-15,Hyderabad
5594,330,2024-08-16,Bangalore
5595,327,2024-08-17,Hyderabad
5596,68,2024-08-18,Mumbai
5597,827,2024-08-19,Mumbai
5598,413,2024-08-20,Pune
5599,516,2024-08-21,Kolkata
5600,464,2024-08-22,Mumbai
5601,225,2024-08-23,Pune
5602,423,2024-08-24,Hyderabad
5603,621,2024-08-25,Pune
5604,861,2024-08-26,Mumbai
5605,755,2024-08-27,Delhi
5606,710,2024-08-28,Hyderabad
5607,2,2024-08-29,Hyderabad
5608,146,2024-08-30,Kolkata
5609,191,2024-08-31,Pune
5610,432,2024-09-01,Bangalore
5611,265,2024-09-02,Bangalore
5612,330,2024-09-03,Bangalore
5613,437,2024-09-04,Chennai
5614,910,2024-09-05,Kolkata
5615,881,2024-09-06,Hyderabad
5616,554,2024-09-07,Kolkata
5617,25,2024-09-08,Bangalore
5618,576,2024-09-09,Pune
5619,965,2024-09-10,Kolkata
5620,72,2024-09-11,Hyderabad
5621,70,2024-09-12,Kolkata
5622,616,2024-09-13,Chennai
5623,661,2024-09-14,Pune
5624,836,2024-09-15,Hyderabad
5625,450,2024-09-16,Mumbai
5626,202,2024-09-17,Pune
5627,347,2024-09-18,Hyderabad
5628,834,2024-09-19,Pune
5629,169,2024-09-20,Mumbai
5630,369,2024-09-21,Mumbai
5631,359,2024-09-22,Mumbai
5632,943,2024-09-23,Mumbai
5633,406,2024-09-24,Delhi
5634,333,2024-09-25,Chennai
5635,71,2024-09-26,Delhi
5636,417,2024-09-27,Hyderabad
5637,427,2024-09-28,Chennai
5638,853,2024-09-29,Hyderabad
5639,717,2024-09-30,Chennai
5640,343,2024-10-01,Bangalore
5641,21,2024-10-02,Delhi
5642,110,2024-10-03,Hyderabad
5643,930,2024-10-04,Pune
5644,929,2024-10-05,Chennai
5645,778,2024-10-06,Mumbai
5646,188,2024-10-07,Mumbai
5647,613,2024-10-08,Bangalore
5648,132,2024-10-09,Mumbai
5649,746,2024-10-10,Chennai
5650,576,2024-10-11,Bangalore
5651,63,2024-10-12,Bangalore
5652,393,2024-10-13,Kolkata
5653,285,2024-10-14,Chennai
5654,244,2024-10-15,Delhi
5655,14,2024-10-16,Hyderabad
5656,472,2024-10-17,Chennai
5657,840,2024-10-18,Mumbai
5658,383,2024-10-19,Chennai
5659,512,2024-10-20,Delhi
5660,628,2024-10-21,Mumbai
5661,397,2024-10-22,Hyderabad
5662,899,2024-10-23,Bangalore
5663,741,2024-10-24,Kolkata
5664,110,2024-10-25,Chennai
5665,590,2024-10-26,Mumbai
5666,280,2024-10-27,Bangalore
5667,895,2024-10-28,Delhi
5668,232,2024-10-29,Chennai
5669,188,2024-10-30,Delhi
5670,250,2024-10-31,Pune
5671,119,2024-11-01,Kolkata
5672,202,2024-11-02,Bangalore
5673,232,2024-11-03,Pune
5674,895,2024-11-04,Kolkata
5675,848,2024-11-05,Kolkata
5676,12,2024-11-06,Kolkata
5677,10,2024-11-07,Kolkata
5678,831,2024-11-08,Hyderabad
5679,578,2024-11-09,Delhi
5680,219,2024-11-10,Pune
5681,396,2024-11-11,Kolkata
5682,864,2024-11-12,Delhi
5683,817,2024-11-13,Kolkata
5684,315,2024-11-14,Pune
5685,76,2024-11-15,Hyderabad
5686,130,2024-11-16,Chennai
5687,122,2024-11-17,Chennai
5688,969,2024-11-18,Hyderabad
5689,922,2024-11-19,Kolkata
5690,287,2024-11-20,Delhi
5691,418,2024-11-21,Hyderabad
5692,237,2024-11-22,Kolkata
5693,88,2024-11-23,Chennai
5694,789,2024-11-24,Pune
5695,818,2024-11-25,Bangalore
5696,905,2024-11-26,Chennai
5697,321,2024-11-27,Kolkata
5698,931,2024-11-28,Hyderabad
5699,671,2024-11-29,Kolkata
5700,871,2024-11-30,Pune
5701,469,2024-12-01,Mumbai
5702,166,2024-12-02,Bangalore
5703,791,2024-12-03,Delhi
5704,574,2024-12-04,Chennai
5705,299,2024-12-05,Mumbai
5706,305,2024-12-06,Chennai
5707,983,2024-12-07,Bangalore
5708,106,2024-12-08,Mumbai
5709,21,2024-12-09,Hyderabad
5710,940,2024-12-10,Bangalore
5711,392,2024-12-11,Mumbai
5712,706,2024-12-12,Pune
5713,121,2024-12-13,Kolkata
5714,430,2024-12-14,Pune
5715,543,2024-12-15,Chennai
5716,653,2024-12-16,Delhi
5717,454,2024-12-17,Chennai
5718,825,2024-12-18,Pune
5719,150,2024-12-19,Mumbai
5720,198,2024-12-20,Mumbai
5721,17,2024-12-21,Chennai
5722,556,2024-12-22,Chennai
5723,383,2024-12-23,Kolkata
5724,536,2024-12-24,Hyderabad
5725,169,2024-12-25,Pune
5726,422,2024-12-26,Mumbai
5727,368,2024-12-27,Chennai
5728,945,2024-12-28,Pune
5729,808,2024-12-29,Chennai
5730,617,2024-12-30,Hyderabad
5731,807,2024-12-31,Kolkata
5732,428,2025-01-01,Hyderabad
5733,689,2025-01-02,Bangalore
5734,897,2025-01-03,Delhi
5735,138,2025-01-04,Kolkata
5736,765,2025-01-05,Hyderabad
5737,912,2025-01-06,Bangalore
5738,437,2025-01-07,Chennai
5739,749,2025-01-08,Chennai
5740,54,2025-01-09,Delhi
5741,767,2025-01-10,Bangalore
5742,389,2025-01-11,Delhi
5743,669,2025-01-12,Delhi
5744,498,2025-01-13,Mumbai
5745,36,2025-01-14,Bangalore
5746,533,2025-01-15,Mumbai
5747,263,2025-01-16,Kolkata
5748,554,2025-01-17,Delhi
5749,928,2025-01-18,Pune
5750,218,2025-01-19,Kolkata
5751,849,2025-01-20,Pune
5752,965,2025-01-21,Kolkata
5753,239,2025-01-22,Hyderabad
5754,398,2025-01-23,Chennai
5755,930,2025-01-24,Chennai
5756,146,2025-01-25,Bangalore
5757,112,2025-01-26,Chennai
5758,578,2025-01-27,Chennai
5759,602,2025-01-28,Mumbai
5760,560,2025-01-29,Mumbai
5761,343,2025-01-30,Bangalore
5762,555,2025-01-31,Kolkata
5763,151,2025-02-01,Delhi
5764,978,2025-02-02,Delhi
5765,836,2025-02-03,Chennai
5766,148,2025-02-04,Kolkata
5767,815,2025-02-05,Delhi
5768,286,2025-02-06,Chennai
5769,759,2025-02-07,Delhi
5770,325,2025-02-08,Delhi
5771,469,2025-02-09,Hyderabad
5772,366,2025-02-10,Pune
5773,927,2025-02-11,Pune
5774,685,2025-02-12,Hyderabad
5775,464,2025-02-13,Pune
5776,930,2025-02-14,Kolkata
5777,773,2025-02-15,Mumbai
5778,980,2025-02-16,Hyderabad
5779,934,2025-02-17,Delhi
5780,53,2025-02-18,Hyderabad
5781,321,2025-02-19,Hyderabad
5782,530,2025-02-20,Hyderabad
5783,658,2025-02-21,Chennai
5784,424,2025-02-22,Mumbai
5785,617,2025-02-23,Delhi
5786,275,2025-02-24,Chennai
5787,390,2025-02-25,Kolkata
5788,867,2025-02-26,Mumbai
5789,900,2025-02-27,Pune
5790,315,2025-02-28,Delhi
5791,513,2025-03-01,Pune
5792,632,2025-03-02,Mumbai
5793,548,2025-03-03,Chennai
5794,282,2025-03-04,Hyderabad
